id,timestep,F_x,F_y,F_z,T_x,T_y,T_z
49,15,-1,0,8,1,3,-5
50,1,-27,18,-3,-26,-39,-4
50,2,-34,10,6,-8,-45,-3
50,3,-32,4,2,-5,-43,-3
50,4,-15,-4,4,6,-18,-3
50,5,-12,-2,-3,2,-13,-2
50,6,-12,-1,16,4,-12,-2
50,7,-12,-2,9,7,-11,-3
50,8,0,0,14,0,8,-4
50,9,-1,0,3,1,4,-3
50,10,-1,-1,19,0,5,-3
50,11,1,-3,9,4,9,-4
50,12,-2,0,-9,-2,-2,-3
50,13,-1,0,3,1,4,-3
50,14,-1,-1,19,0,5,-3
50,15,1,-3,9,4,9,-4
51,1,188,-1,-42,220,192,-15
51,2,114,-17,95,30,153,2
51,3,95,-74,16,91,142,4
51,4,86,-67,31,101,119,-8
51,5,10,-6,3,10,18,-3
51,6,8,-4,11,8,18,-3
51,7,8,-2,9,4,18,-3
51,8,8,-2,12,7,15,-4
51,9,6,-2,3,4,13,-3
51,10,-4,1,3,-2,1,-4
51,11,-4,2,-6,-1,2,-4
51,12,-1,0,17,3,8,-5
51,13,0,-1,9,-1,5,-4
51,14,-2,2,9,-4,-1,-4
51,15,-1,1,-8,-2,2,-4
52,1,-116,41,-50,14,-206,-24
52,2,-84,-7,9,24,-131,-17
52,3,-54,9,-10,-18,-53,1
52,4,-49,44,9,-65,-54,-1
52,5,-55,31,-8,-41,-68,-3
52,6,-3,0,18,1,6,-2
52,7,-4,1,-6,-2,3,-2
52,8,-4,0,12,-1,1,-2
52,9,-4,-1,13,0,-1,-1
52,10,-3,0,1,-2,2,-2
52,11,0,-1,6,1,6,-3
52,12,-3,0,3,-2,4,-3
52,13,-1,-3,-4,0,7,-4
52,14,-4,1,8,-8,0,-4
52,15,-2,-1,4,1,5,-5
53,1,1,-26,-517,95,40,-33
53,2,-8,-30,-723,113,17,-15
53,3,-3,-95,-1415,-68,207,-29
53,4,10,-178,-2203,-143,384,-30
53,5,-27,-244,-2589,-106,356,-7
53,6,-103,-320,-2804,-32,241,29
53,7,-168,-382,-2957,46,151,31
53,8,-138,-331,-2693,-142,194,8
53,9,-138,-330,-2690,-145,203,4
53,10,-139,-328,-2680,-147,223,6
53,11,-136,-326,-2680,-156,208,4
53,12,-134,-325,-2672,-158,207,5
53,13,-125,-313,-2619,-189,228,4
53,14,-125,-311,-2616,-189,227,3
53,15,-123,-314,-2616,-186,217,6
54,1,-17,-30,-163,-115,33,3
54,2,-21,-40,-431,-90,96,7
54,3,-18,-93,-1175,-231,258,10
54,4,35,-33,13,49,51,-3
54,5,18,-13,24,17,22,-2
54,6,7,-2,16,0,6,-2
54,7,2,0,5,-4,-1,-2
54,8,7,-2,16,0,6,-2
54,9,-14,6,7,-12,-25,-2
54,10,7,-2,16,0,6,-2
54,11,2,0,5,-4,-1,-2
54,12,-14,6,7,-12,-25,-2
54,13,-14,6,7,-12,-25,-2
54,14,2,0,5,-4,-1,-2
54,15,-14,6,7,-12,-25,-2
55,1,-13,-13,-29,29,27,-13
55,2,-11,-12,-30,26,37,-8
55,3,-11,-13,-28,29,34,-14
55,4,-11,-26,-122,68,147,-13
55,5,-6,-27,-120,74,178,-36
55,6,8,-25,-87,66,180,-25
55,7,19,-15,-69,36,144,-12
55,8,23,-20,-62,45,166,-15
55,9,23,-18,-67,45,183,-16
55,10,19,-14,-53,30,144,-11
55,11,-492,-364,-3018,185,72,-199
55,12,-473,-364,-3028,77,211,-167
55,13,-472,-352,-3161,-22,355,-145
55,14,-377,-198,-2021,-45,167,-25
55,15,-272,-227,-302,173,-413,-49
56,1,-3,-5,-14,24,35,-4
56,2,-7,-2,-26,22,41,-3
56,3,-7,-1,-46,22,44,-2
56,4,-9,1,-48,19,52,0
56,5,-6,2,-31,17,56,3
56,6,-4,1,-36,20,61,3
56,7,-6,0,-63,30,65,1
56,8,-50,-31,-371,-12,-50,-44
56,9,-27,-28,-359,-2,5,-45
56,10,-31,-31,-526,27,81,-89
56,11,-69,-52,-1008,27,182,-192
56,12,-100,-35,-1421,-23,272,-220
56,13,-162,-6,-1831,-115,285,-197
56,14,-240,-4,-2233,-153,274,-248
56,15,-80,13,-564,-48,63,-21
57,1,10,-13,-57,70,11,17
57,2,15,11,-87,43,28,11
57,3,23,29,-108,19,41,11
57,4,12,18,-125,37,16,9
57,5,-238,229,-735,-824,-725,-9
57,6,36,-8,-1384,-101,-161,-59
57,7,17,-8,-1344,-137,-190,-88
57,8,4,7,-1230,-166,-199,-91
57,9,-1,10,-1221,-169,-216,-83
57,10,36,-8,-1384,-101,-161,-59
57,11,4,7,-1230,-166,-199,-91
57,12,-1,10,-1221,-169,-216,-83
57,13,36,-8,-1384,-101,-161,-59
57,14,17,-8,-1344,-137,-190,-88
57,15,4,7,-1230,-166,-199,-91
58,1,2,-47,-604,119,26,-18
58,2,20,-65,-860,143,-16,-25
58,3,86,-105,-1622,134,-11,-20
58,4,166,-155,-2542,143,-32,-35
58,5,207,-186,-2966,153,-44,-26
58,6,213,-188,-2958,148,-50,-24
58,7,213,-189,-2929,133,-35,-22
58,8,210,-183,-2795,115,-29,-11
58,9,210,-184,-2792,113,-29,-12
58,10,210,-184,-2788,113,-29,-11
58,11,210,-183,-2785,112,-29,-11
58,12,210,-183,-2781,112,-29,-11
58,13,210,-184,-2788,113,-29,-11
58,14,210,-183,-2785,112,-29,-11
58,15,210,-183,-2781,112,-29,-11
59,1,16,-39,-170,-20,-116,17
59,2,17,-32,-165,-32,-101,15
59,3,23,-29,-156,-45,-91,11
59,4,24,-34,-169,-38,-93,10
59,5,24,-36,-164,-36,-96,12
59,6,29,-37,-177,-39,-86,10
59,7,28,-42,-224,-41,-74,8
59,8,87,-117,-2112,154,81,-150
59,9,-28,12,151,-49,18,27
59,10,18,2,6,26,45,-6
59,11,36,16,-61,-33,52,-5
59,12,-35,24,-54,-22,-12,5
59,13,-6,15,-130,95,12,-7
59,14,-4,12,-135,115,31,-10
59,15,-10,18,-163,108,22,-11
60,1,29,-19,-178,-71,-70,-8
60,2,37,-33,-216,-64,-74,-1
60,3,36,-39,-208,-32,-72,7
60,4,31,-38,-196,-28,-71,7
60,5,33,-37,-216,-33,-46,1
60,6,36,-36,-195,-36,-37,2
60,7,35,-37,-201,-36,-45,2
60,8,-29,6,-155,72,116,-15
60,9,-29,5,-142,77,115,-20
60,10,-23,-4,-125,89,106,-21
60,11,-1,-25,-629,156,247,-21
60,12,4,-45,-1387,229,402,-43
60,13,2,9,-81,71,39,-7
60,14,2,7,-85,75,34,-1
60,15,1,11,-106,87,42,-4
61,1,59,-59,-332,27,-50,20
61,2,45,-71,-316,62,-79,25
61,3,38,-64,-284,63,-78,32
61,4,10,-75,-244,108,-136,48
61,5,44,-38,-293,-17,-75,7
61,6,86,-45,-469,-52,-92,0
61,7,87,-86,-655,-9,-193,21
61,8,216,-44,0,48,299,1
61,9,99,-39,56,45,135,-1
61,10,84,-48,22,68,116,-1
61,11,85,-29,5,36,122,-7
61,12,31,3,13,-10,50,-7
61,13,10,3,6,-4,27,-3
61,14,8,-12,0,15,21,-2
61,15,-9,4,-12,-9,-2,-3
62,1,322,-338,-3195,280,-64,-34
62,2,328,-360,-3224,291,-74,-30
62,3,331,-367,-3281,286,-78,-27
62,4,337,-364,-3292,290,-78,-34
62,5,351,-368,-3348,282,-62,-31
62,6,192,254,418,194,381,61
62,7,-11,-18,9,74,-4,2
62,8,10,3,6,-4,27,-3
62,9,8,-12,0,15,21,-2
62,10,-9,4,-12,-9,-2,-3
62,11,-11,-18,9,74,-4,2
62,12,10,3,6,-4,27,-3
62,13,8,-12,0,15,21,-2
62,14,-9,4,-12,-9,-2,-3
62,15,-11,-18,9,74,-4,2
63,1,16,-2,-39,-18,-15,-15
63,2,38,-18,-209,-45,-56,-10
63,3,49,-19,-233,-23,-21,-9
63,4,54,-22,-261,-16,-25,-6
63,5,51,-19,-250,-22,-21,-7
63,6,45,-25,-256,-8,-55,0
63,7,43,-46,-302,35,-76,6
63,8,227,-141,-1619,-130,-492,18
63,9,205,-147,-1627,-68,-487,19
63,10,204,-154,-1738,-76,-498,35
63,11,241,-175,-2043,-110,-576,47
63,12,217,-155,-2088,-100,-568,51
63,13,182,-141,-2080,-42,-508,51
63,14,211,-165,-2305,-43,-567,30
63,15,58,17,8,-26,79,-6
64,1,-25,-13,-199,18,-34,-10
64,2,-28,-20,-210,37,-59,-1
64,3,-45,-24,-559,122,-98,-25
64,4,-43,-52,-1337,237,-95,-88
64,5,-49,-98,-2176,282,-126,-128
64,6,-56,-154,-3051,307,-182,-162
64,7,-119,-173,-3557,273,-358,-91
64,8,-14,6,2,-14,-25,2
64,9,-16,7,5,-14,-28,2
64,10,-21,7,14,-17,-35,2
64,11,-13,2,9,-7,-23,2
64,12,-7,-2,9,-2,-14,2
64,13,-21,7,14,-17,-35,2
64,14,-13,2,9,-7,-23,2
64,15,-7,-2,9,-2,-14,2
65,1,353,-169,-3617,324,-265,47
65,2,337,-170,-3261,300,-243,54
65,3,218,-22,-17,38,476,3
65,4,111,-43,-5,53,201,8
65,5,60,-26,90,34,75,2
65,6,111,-43,-5,53,201,8
65,7,60,-26,90,34,75,2
65,8,-9,1,3,-5,-18,2
65,9,-9,1,3,-5,-18,2
65,10,-5,1,6,-3,-13,2
65,11,-4,2,9,-4,-8,3
65,12,2,1,8,-4,1,2
65,13,2,-1,11,-1,0,2
65,14,5,-2,14,-1,3,2
65,15,9,-4,8,4,11,2
66,1,3,-9,-32,-12,-24,4
66,2,8,-18,-150,-4,13,-2
66,3,1,-25,-169,-7,-21,5
66,4,1,16,-4,-28,-3,3
66,5,-9,7,-1,-13,-17,2
66,6,-15,2,4,-5,-25,1
66,7,-11,-6,2,6,-21,2
66,8,-19,-1,12,-1,-32,1
66,9,-18,5,12,-11,-30,2
66,10,-7,6,3,-12,-13,2
66,11,1,-4,-5,4,3,2
66,12,1,-3,-4,2,3,2
66,13,1,-3,-6,2,5,2
66,14,1,-3,-6,4,2,1
66,15,1,-4,-6,5,2,1
67,1,52,-4,-222,52,-39,9
67,2,48,-5,-203,52,-37,16
67,3,19,13,-109,-11,-30,-11
67,4,24,3,-87,-5,-11,-1
67,5,23,7,-75,-6,-13,-1
67,6,19,7,-85,-9,-16,-1
67,7,41,10,-273,-19,33,-9
67,8,-5,-4,-4,-2,-5,1
67,9,-6,-4,-2,0,-9,1
67,10,-39,-13,-193,-25,-26,11
67,11,-33,-6,-193,-50,-12,13
67,12,-29,-3,-195,-56,-7,10
67,13,-14,-4,-74,19,-41,2
67,14,3,-12,-207,7,37,5
67,15,4,-20,-406,63,68,1
68,1,112,115,-1744,476,-13,149
68,2,105,197,-2387,605,-171,135
68,3,97,276,-2781,620,-238,144
68,4,119,354,-3089,567,-232,161
68,5,142,438,-3235,536,-250,201
68,6,-47,-59,-844,747,85,244
68,7,-119,-37,126,129,-170,-6
68,8,3,-12,-207,7,37,5
68,9,-119,-37,126,129,-170,-6
68,10,3,-12,-207,7,37,5
68,11,23,7,-75,-6,-13,-1
68,12,23,7,-75,-6,-13,-1
68,13,-119,-37,126,129,-170,-6
68,14,23,7,-75,-6,-13,-1
68,15,23,7,-75,-6,-13,-1
69,1,2,2,26,2,1,-1
69,2,-1,3,1,-7,9,2
69,3,-1,2,-3,1,9,0
69,4,1,4,-5,-2,10,1
69,5,1,4,-3,-2,10,-3
69,6,-6,16,-29,-16,20,12
69,7,-7,12,-17,-13,21,8
69,8,-20,16,-51,-2,24,5
69,9,-13,16,-45,-1,42,12
69,10,-9,17,-53,-4,49,12
69,11,-9,19,-54,-11,51,12
69,12,-8,22,-52,-16,55,26
69,13,0,0,-9,-14,-11,-4
69,14,0,-1,-3,-9,-11,-1
69,15,1,4,3,-18,-15,-2
70,1,1,3,-3,-16,-12,0
70,2,3,1,8,-4,-8,-2
70,3,-20,70,-843,-156,289,49
70,4,-64,84,-1627,-127,464,51
70,5,-168,107,-2135,-172,406,32
70,6,-262,98,-2542,-131,305,-13
70,7,-389,91,-2757,-107,114,-55
70,8,-262,98,-2542,-131,305,-13
70,9,-389,91,-2757,-107,114,-55
70,10,7,-10,-179,-11,18,4
70,11,7,-8,-176,-13,18,1
70,12,7,-10,-179,-11,18,4
70,13,7,-8,-176,-13,18,1
70,14,8,-8,-180,-14,21,1
70,15,8,-10,-179,-13,21,3
71,1,7,-10,-179,-11,18,4
71,2,7,-8,-176,-13,18,1
71,3,8,-8,-180,-14,21,1
71,4,8,-10,-179,-13,21,3
71,5,7,-9,-169,-12,19,4
71,6,6,-9,-165,-13,18,4
71,7,7,-10,-170,-13,18,6
71,8,-2,-6,-133,-40,-8,-18
71,9,-5,-6,-134,-54,-10,-23
71,10,-9,0,-201,-70,-6,-25
71,11,6,-9,-165,-13,18,4
71,12,7,-10,-170,-13,18,6
71,13,-2,-6,-133,-40,-8,-18
71,14,-5,-6,-134,-54,-10,-23
71,15,-9,0,-201,-70,-6,-25
72,1,-7,-2,4,6,-8,1
72,2,-8,-1,-7,8,-12,-1
72,3,-9,-3,-17,6,-14,-1
72,4,-10,-2,-5,5,-14,-1
72,5,-9,-2,-16,9,-19,-1
72,6,-8,-3,-9,7,-7,0
72,7,-2,-6,-133,-40,-8,-18
72,8,-5,-6,-134,-54,-10,-23
72,9,-9,0,-201,-70,-6,-25
72,10,-16,-5,-270,-97,-3,-26
72,11,-33,-13,-526,-114,39,-47
72,12,-883,-260,-3451,-175,-434,21
72,13,-851,-235,-2973,-102,-506,8
72,14,-130,4,-405,32,260,-38
72,15,37,22,-91,-74,82,-8
73,1,0,0,19,2,-5,2
73,2,1,-2,14,5,-1,2
73,3,1,1,3,1,-1,2
73,4,-6,-1,-15,0,-7,0
73,5,-7,-2,4,6,-8,1
73,6,-8,-1,-7,8,-12,-1
73,7,-9,-3,-17,6,-14,-1
73,8,-10,-2,-5,5,-14,-1
73,9,-9,-2,-16,9,-19,-1
73,10,-8,-3,-9,7,-7,0
73,11,-2,-6,-133,-40,-8,-18
73,12,-5,-6,-134,-54,-10,-23
73,13,-9,0,-201,-70,-6,-25
73,14,-16,-5,-270,-97,-3,-26
73,15,-33,-13,-526,-114,39,-47
74,1,-2,0,15,0,-2,2
74,2,0,-1,-4,1,-1,2
74,3,-1,-1,2,1,1,2
74,4,-1,1,-5,-3,-4,2
74,5,1,-2,-4,3,-2,2
74,6,-1,-1,-3,1,-1,2
74,7,1,0,-2,-1,2,1
74,8,0,1,-4,-4,-1,1
74,9,1,0,0,-1,0,1
74,10,18,2,-112,14,-20,4
74,11,25,10,-93,-6,-7,0
74,12,36,2,-122,10,12,5
74,13,33,0,-108,21,7,8
74,14,3,-2,-13,2,11,4
74,15,4,-3,-17,1,9,3
75,1,25,10,-93,-6,-7,0
75,2,36,2,-122,10,12,5
75,3,33,0,-108,21,7,8
75,4,3,-2,-13,2,11,4
75,5,4,-3,-17,1,9,3
75,6,-1,-2,-14,-3,-3,2
75,7,4,-5,-46,5,6,9
75,8,6,-12,-112,15,-3,15
75,9,6,-10,-35,9,3,5
75,10,8,-6,-7,-18,1,-11
75,11,448,-73,-3234,313,-169,52
75,12,460,-65,-3277,307,-169,23
75,13,462,-59,-3275,285,-183,17
75,14,460,-41,-3226,250,-205,23
75,15,-198,68,-491,-381,-459,38
76,1,-3,3,10,-2,-5,2
76,2,-1,-1,-2,4,0,3
76,3,-2,1,0,0,-5,2
76,4,1,-1,2,5,1,2
76,5,-2,1,0,1,-4,2
76,6,-1,0,7,2,-5,2
76,7,-2,1,8,1,-1,2
76,8,-1,1,3,1,-2,2
76,9,1,-1,-6,3,4,1
76,10,-3,2,-3,-5,-9,3
76,11,3,-1,-5,5,2,3
76,12,3,0,-10,5,4,3
76,13,5,0,-19,2,6,3
76,14,3,1,-12,0,6,2
76,15,4,-6,-17,17,2,6
77,1,-8,5,-8,-11,-13,2
77,2,-6,2,-6,-6,-9,2
77,3,-6,2,1,-6,-9,1
77,4,-2,-2,-21,-7,-1,2
77,5,-1,-2,2,-4,1,1
77,6,-2,0,-6,-8,-1,2
77,7,-1,-2,-7,-2,2,2
77,8,0,-1,-2,-3,5,1
77,9,-1,-2,2,-6,2,1
77,10,1,-1,-24,-5,4,2
77,11,206,-344,-2325,-287,-499,51
77,12,205,-345,-2323,-287,-501,52
77,13,205,-344,-2319,-284,-498,52
77,14,205,-343,-2316,-285,-499,51
77,15,205,-343,-2315,-284,-499,51
78,1,-2,0,-7,0,-6,2
78,2,-1,0,-3,0,-3,3
78,3,-1,2,15,1,-6,2
78,4,-1,1,11,0,-3,2
78,5,-1,-1,-7,5,7,1
78,6,-1,-1,-12,-2,6,2
78,7,-1,0,-6,-5,6,2
78,8,-2,1,-3,-5,0,3
78,9,-2,0,0,-1,1,1
78,10,0,1,1,-4,4,2
78,11,0,-1,-2,-3,5,2
78,12,-2,-11,-73,-4,54,-9
78,13,-1,-4,-13,8,-4,1
78,14,-1,-2,-11,4,-4,1
78,15,-4,-6,-11,14,-8,1
79,1,-6,-7,-10,14,-15,1
79,2,-5,-4,-3,8,-12,1
79,3,-4,-3,11,5,-12,1
79,4,-2,-10,-32,14,-11,2
79,5,0,-7,-25,9,-6,0
79,6,-5,-15,-72,25,-20,-5
79,7,0,-10,-53,11,1,-1
79,8,-2,-7,-35,12,-12,-1
79,9,2,-7,-43,13,2,-4
79,10,2,-6,-17,9,-5,-1
79,11,-429,-348,-2652,118,-35,-106
79,12,-424,-328,-2761,19,52,-21
79,13,-489,-342,-2943,-30,76,-22
79,14,-480,-319,-2992,-132,170,5
79,15,-497,-297,-2955,-199,169,20
80,1,-2,-1,-9,-1,3,1
80,2,-1,0,-11,-3,4,3
80,3,4,-1,-3,0,18,1
80,4,2,1,-6,-8,10,2
80,5,-2,4,-9,-5,-1,1
80,6,-18,-7,-55,-5,6,2
80,7,-18,-6,-55,-6,4,4
80,8,-19,-4,-61,-14,2,4
80,9,-20,-18,-313,-20,11,-1
80,10,-36,-35,-701,-53,133,-9
80,11,-86,-45,-931,-94,100,-15
80,12,10,-9,36,19,9,-5
80,13,3,0,-9,-2,2,1
80,14,4,1,-24,-4,4,0
80,15,3,2,-3,-3,1,1
81,1,1,0,0,4,-1,2
81,2,-1,1,4,0,-3,2
81,3,0,0,4,0,1,3
81,4,-9,-2,-11,-2,-3,3
81,5,-5,-3,-12,-1,2,3
81,6,-2,-1,-9,-1,3,1
81,7,-1,0,-11,-3,4,3
81,8,4,-1,-3,0,18,1
81,9,2,1,-6,-8,10,2
81,10,-2,4,-9,-5,-1,1
81,11,-18,-7,-55,-5,6,2
81,12,-18,-6,-55,-6,4,4
81,13,-19,-4,-61,-14,2,4
81,14,-20,-18,-313,-20,11,-1
81,15,-36,-35,-701,-53,133,-9
82,1,3,0,-9,-2,2,1
82,2,4,1,-24,-4,4,0
82,3,3,2,-3,-3,1,1
82,4,3,1,-6,-1,1,1
82,5,1,-1,-5,-2,-4,1
82,6,5,1,-19,-7,2,0
82,7,3,-1,-17,1,-4,1
82,8,4,0,-10,0,-1,1
82,9,7,-8,-171,6,9,2
82,10,8,-11,-178,17,18,3
82,11,7,-11,-172,6,7,1
82,12,9,-12,-191,18,16,2
82,13,6,-11,-136,15,10,2
82,14,5,-11,-135,16,10,3
82,15,6,-11,-136,17,10,3
83,1,0,1,-16,3,1,4
83,2,-2,2,18,1,-3,2
83,3,-1,-1,-2,3,-1,2
83,4,-2,2,12,0,-3,3
83,5,-1,0,3,1,-3,1
83,6,-1,0,-4,3,-4,2
83,7,-2,2,10,1,-1,1
83,8,2,-2,8,5,6,2
83,9,0,0,5,-2,1,2
83,10,1,0,5,3,0,2
83,11,1,0,3,2,0,3
83,12,17,11,-125,-6,-25,-1
83,13,33,5,-141,2,2,1
83,14,16,-6,-58,17,-5,4
83,15,18,1,-65,3,-9,4
84,1,18,-1,-66,13,-11,4
84,2,12,-5,-45,9,7,4
84,3,18,-2,-65,26,-3,7
84,4,6,-10,-13,7,4,2
84,5,-7,-6,4,3,-6,2
84,6,0,-7,-13,9,0,2
84,7,8,-11,-7,13,12,3
84,8,1,-4,2,0,3,1
84,9,305,-30,-2303,225,-125,88
84,10,128,54,-68,-88,96,-8
84,11,99,34,32,-39,160,1
84,12,85,-1,-14,1,123,2
84,13,60,-19,13,23,77,1
84,14,41,-31,6,44,53,2
84,15,27,-31,4,41,34,2
85,1,0,-2,-2,3,2,2
85,2,3,1,-7,-7,6,2
85,3,3,1,-2,-5,4,0
85,4,4,1,6,-4,6,2
85,5,14,7,-45,-13,-16,-4
85,6,12,5,-42,-8,-13,-3
85,7,13,8,-63,-13,-9,-1
85,8,6,9,-58,-18,-22,-4
85,9,0,0,-149,12,-12,6
85,10,7,3,-160,10,4,4
85,11,6,1,-159,9,4,2
85,12,34,2,-488,107,-27,21
85,13,88,4,-1120,283,-89,47
85,14,156,3,-1995,531,-174,67
85,15,191,88,-2460,462,-244,71
86,1,5,1,-10,-5,2,0
86,2,16,4,-44,-2,-2,-1
86,3,14,4,-54,-5,-7,1
86,4,12,5,-53,-6,-6,2
86,5,11,5,-39,-4,-7,1
86,6,10,2,-41,-1,-11,2
86,7,10,4,-30,-1,-11,1
86,8,10,2,-47,3,-11,2
86,9,8,13,-178,-17,10,2
86,10,38,26,-349,21,39,11
86,11,129,49,-969,155,103,38
86,12,212,65,-1654,306,118,62
86,13,260,107,-2306,377,40,45
86,14,273,199,-2718,258,-54,46
86,15,317,242,-2950,231,-25,16
87,1,-1,2,-2,4,-6,3
87,2,-2,2,-6,1,-8,2
87,3,0,0,-9,4,-4,1
87,4,-1,2,-13,4,-4,4
87,5,1,0,5,7,0,2
87,6,-1,1,-10,2,-3,4
87,7,1,1,4,4,0,2
87,8,1,1,-9,3,0,2
87,9,7,0,-51,27,-17,13
87,10,7,0,-58,24,-19,6
87,11,7,3,-48,20,-14,7
87,12,8,3,-40,15,-15,4
87,13,7,3,-35,20,-13,7
87,14,9,5,-45,14,-15,6
87,15,7,1,-33,19,-15,4
88,1,1,0,11,-1,9,1
88,2,0,0,-4,-4,4,2
88,3,-1,-1,7,-1,2,2
88,4,-2,1,-5,-5,-3,2
88,5,0,0,2,-3,3,2
88,6,0,1,2,-4,3,1
88,7,0,0,1,-4,1,2
88,8,-62,30,-48,-40,-87,0
88,9,-36,24,-25,-35,-40,3
88,10,-43,25,-6,-38,-48,1
88,11,-14,13,-18,-21,-9,0
88,12,-4,10,-20,-16,9,2
88,13,-22,19,10,-46,-28,4
88,14,-14,13,-20,-27,-10,1
88,15,0,-1,-5,-10,13,1
89,1,-4,10,-20,-16,9,2
89,2,-22,19,10,-46,-28,4
89,3,-14,13,-20,-27,-10,1
89,4,0,-1,-5,-10,13,1
89,5,-2,-1,-6,-5,4,2
89,6,-1,-2,-16,-4,1,2
89,7,-2,-3,-6,-4,1,2
89,8,-1,-3,-11,-4,3,1
89,9,5,-18,-138,26,15,-7
89,10,5,-19,-140,27,16,-7
89,11,5,-18,-140,27,16,-7
89,12,4,-18,-138,26,15,-7
89,13,4,-18,-138,26,15,-7
89,14,4,-18,-139,26,15,-7
89,15,5,-18,-138,26,16,-7
90,1,-1,0,-6,2,2,3
90,2,-2,3,-3,2,-8,4
90,3,-2,-1,-4,8,-10,4
90,4,1,0,-7,3,-4,9
90,5,3,1,-10,5,2,3
90,6,2,4,-45,-5,-25,-3
90,7,5,4,-31,2,-34,-2
90,8,7,4,-32,6,-28,1
90,9,4,1,-41,7,-33,0
90,10,2,0,-30,11,-31,6
90,11,6,0,-35,11,-27,0
90,12,6,2,-29,10,-22,6
90,13,0,0,1,-2,4,2
90,14,-2,1,17,-2,-1,2
90,15,1,-1,-10,-1,1,1
91,1,-2,0,-7,-5,-1,1
91,2,0,0,2,-3,3,1
91,3,-2,2,10,-6,1,2
91,4,11,0,-45,12,-7,4
91,5,0,-1,-37,-9,-4,3
91,6,-3,-1,-2,-6,-1,1
91,7,5,-6,-18,1,9,2
91,8,5,-5,-14,1,10,1
91,9,-4,-1,0,-3,0,2
91,10,-5,-1,-7,-5,-5,2
91,11,0,-2,-13,-5,5,2
91,12,3,-16,-185,9,22,-5
91,13,3,-16,-178,9,11,-5
91,14,3,-14,-144,17,19,-3
91,15,3,-15,-150,10,15,-6
92,1,1,1,-14,4,-3,3
92,2,1,1,-4,6,-1,3
92,3,0,1,-1,7,0,8
92,4,0,1,-11,6,-2,4
92,5,1,2,-2,1,-2,2
92,6,1,-1,-4,8,2,4
92,7,-1,-1,-6,6,-3,4
92,8,9,3,-28,-1,-16,-2
92,9,10,5,-45,0,-13,1
92,10,10,4,-31,-1,-12,1
92,11,10,3,-38,3,-11,1
92,12,8,5,-27,-1,-16,2
92,13,10,1,-31,8,-7,6
92,14,9,3,-16,0,-6,0
92,15,-1,1,-3,-1,0,2
93,1,8,5,-24,1,-1,3
93,2,9,1,-12,5,4,3
93,3,6,-9,-17,13,19,-2
93,4,4,-5,-6,2,17,1
93,5,-5,-2,2,-5,-3,1
93,6,4,-5,-6,2,17,1
93,7,0,-3,0,-2,4,2
93,8,-1,3,-10,-14,6,1
93,9,7,5,-21,-18,14,2
93,10,7,1,-17,-8,16,1
93,11,7,-16,-138,29,23,-3
93,12,6,-15,-131,28,21,-4
93,13,6,-15,-128,29,18,-2
93,14,6,-16,-133,32,19,0
93,15,6,-16,-133,32,19,0
94,1,-1,-1,-1,-1,5,3
94,2,-4,-1,0,1,0,3
94,3,-1,0,1,-1,2,1
94,4,1,0,-3,2,5,4
94,5,-2,1,-4,1,-3,4
94,6,-1,-2,-9,3,-1,3
94,7,4,1,-45,10,-21,7
94,8,4,-2,-38,14,-26,4
94,9,0,-5,-49,21,-34,8
94,10,-1,-7,-42,23,-32,7
94,11,1,-6,-21,21,-31,7
94,12,10,-2,-27,11,-4,5
94,13,7,1,-40,5,-14,5
94,14,9,-1,-35,10,-7,7
94,15,12,0,-34,6,0,6
95,1,3,-1,-7,7,6,5
95,2,3,4,-45,-1,-21,2
95,3,8,7,-58,-3,-28,0
95,4,11,6,-35,-3,-14,-2
95,5,12,4,-56,-2,-12,0
95,6,11,3,-46,4,-7,4
95,7,24,6,-40,-4,20,4
95,8,20,5,-39,-5,16,2
95,9,19,3,-40,0,18,5
95,10,18,1,-34,2,18,5
95,11,-12,4,-23,15,43,31
95,12,35,-32,-1,115,-23,22
95,13,25,-29,1,49,8,7
95,14,-8,2,-12,-8,-11,2
95,15,-4,0,-6,-2,-2,2
96,1,-4,0,-2,0,-3,1
96,2,-2,-1,0,0,1,3
96,3,-2,-1,-3,0,4,2
96,4,-10,-2,-33,-7,17,4
96,5,-12,1,-35,-8,14,4
96,6,-12,-1,-39,-9,8,5
96,7,-12,0,-42,-10,12,5
96,8,-15,0,-26,-12,7,5
96,9,-12,-4,-20,-4,11,5
96,10,-13,-1,-30,-10,12,6
96,11,-203,-57,-771,138,-188,-9
96,12,-241,-72,-996,174,-171,-20
96,13,-254,-76,-1358,170,-44,-20
96,14,-253,-69,-1582,136,48,-27
96,15,-261,-65,-1615,106,58,-36
97,1,1,-1,-2,5,1,3
97,2,-2,2,14,0,-3,3
97,3,-3,-1,-10,3,2,2
97,4,-3,-2,-6,4,7,1
97,5,-4,0,-16,0,0,2
97,6,-4,-1,-18,1,3,1
97,7,-4,1,4,-3,2,4
97,8,-2,0,-12,-2,4,4
97,9,-3,2,2,-4,2,3
97,10,-1,0,-11,-1,8,3
97,11,-2,-1,-7,-1,6,3
97,12,-10,-4,-37,-1,13,1
97,13,-11,-4,-31,0,10,0
97,14,-11,-2,-28,-5,12,0
97,15,-11,-6,-38,0,14,1
98,1,-5,-1,-16,-3,-7,3
98,2,-2,1,7,0,2,1
98,3,-132,-48,-496,63,-110,-1
98,4,-101,-47,-445,80,-72,-7
